index,Expected Salary,CGPA,10th Percentage,12th Percentage,Branch,Certifications,Level of Participation,Communication Proficiency,Programming Languages,Extraversion,Agreeableness,Openness,Conscientiousness,Neuroticism,Attendance %,Employeed
5149,37108.14,5.4,89.39,71.79,4,0,0,8,2,5,1,4,1,2,67,0
5150,47224.24,8.29,42.5,65.1,0,0,0,9,1,3,1,5,4,2,92,1
5151,29023.69,6.33,55.32,47.43,0,0,0,4,3,4,4,1,1,3,67,0
5152,37303.25,8.69,49.18,62.23,5,0,0,10,3,1,2,3,4,5,54,1
5153,14681.3,5.09,42.63,52.56,3,0,0,7,4,1,3,4,1,4,95,0
5154,23565.96,5.72,75.31,48.05,6,0,0,3,4,2,2,4,4,5,94,0
5155,16974.71,7.12,98.68,58.41,3,0,0,4,4,1,1,4,2,2,78,0
5156,38125.41,7.33,93.16,71.15,1,0,1,10,2,1,1,1,2,3,71,0
5157,46162.46,10,42.47,91.19,0,0,0,10,5,4,5,3,4,4,51,0
5158,38672.13,6.98,90.61,44.33,4,0,1,3,5,5,2,5,3,2,64,1
5159,20603.33,8,90.62,73.79,5,0,0,9,3,4,4,3,5,5,50,1
5160,31276.11,7.6,37.16,49.15,0,0,1,3,4,2,1,3,1,3,76,0
5161,10583.3,5.39,41.29,79.95,1,0,0,6,3,2,3,5,5,3,73,0
5162,25501.53,6.54,92.2,38.55,0,0,0,6,1,4,1,2,4,3,69,0
5163,15612.33,5.61,36.59,37.5,1,0,0,7,3,2,2,1,5,1,56,1
5164,46989.57,7.97,48.62,93.26,5,0,0,8,1,2,4,1,2,3,67,0
5165,35967.66,5.35,42.26,92.37,0,0,0,3,1,3,1,1,2,3,89,1
5166,47485.82,9.33,57.46,70.15,0,0,0,8,1,4,4,5,1,3,58,0
5167,41017.77,5.83,51.85,86.03,4,0,0,6,2,3,1,1,3,2,100,0
5168,31364.89,6.47,41.53,60.55,2,0,0,5,4,2,4,4,3,2,84,0
5169,42664.07,8.53,40.48,71.05,6,0,0,7,1,5,2,3,5,5,69,0
5170,40614.67,7.51,39.93,71.96,4,2,0,5,1,4,1,2,2,2,75,1
5171,39799.73,8.71,73.89,72.02,3,0,1,5,2,1,4,5,1,4,89,1
5172,45452.3,9.5,88.15,49.83,5,1,0,6,2,4,2,1,2,5,50,1
5173,34178.3,5.15,45.46,73.68,6,0,0,3,3,3,1,3,1,2,92,1
5174,24493.79,5.47,79.94,79.48,2,0,0,10,5,4,1,5,2,5,50,1
5175,24416,9.5,44.97,85.15,4,2,0,6,4,4,2,1,3,2,97,1
5176,19190.73,7.79,36.32,41.4,3,4,0,4,2,4,5,1,1,2,60,0
5177,35333.56,5.4,64.01,48.77,6,0,0,5,5,3,2,3,4,3,50,1
5178,45686.26,5.27,72.44,48.77,4,0,0,10,1,1,3,4,2,3,91,1
5179,19704.36,7.08,36.45,89.89,0,0,0,10,3,4,3,4,4,3,52,0
5180,15001.36,8.33,49.65,85.58,0,0,0,6,1,2,2,2,5,4,68,1
5181,30659.96,5.37,39.55,48.46,3,0,0,3,1,1,5,4,2,3,82,1
5182,32277.56,7.9,54.42,67.91,3,3,0,9,2,3,1,5,4,1,93,0
5183,14455.46,9.93,63.51,56.24,4,0,1,9,3,4,3,4,2,1,84,1
5184,29196.03,8.14,92.28,82.75,2,0,0,10,5,1,5,3,5,5,74,1
5185,45312.59,5.11,35.45,48.45,6,0,0,5,5,4,5,3,1,3,60,1
5186,36751.73,7.05,96.29,42.6,0,0,0,6,5,1,4,4,1,3,85,0
5187,46545.37,7.27,55.21,37.29,3,0,0,3,5,4,1,3,1,2,53,1
5188,43253.52,7.36,44.13,55.52,5,0,2,10,1,3,1,2,2,4,70,1
5189,16482.33,5.34,88.29,58.01,0,4,0,6,4,1,4,1,2,4,71,0
5190,24747.25,9.22,65.56,70.18,4,0,0,5,5,4,5,3,4,4,56,0
5191,16353.37,8.94,52.8,55.85,6,0,0,8,2,4,5,1,3,4,51,1
5192,18982.47,7.37,83.61,83.76,6,0,2,6,3,4,1,2,3,3,57,1
5193,48333.11,8.43,63.09,78.33,5,0,0,6,1,2,4,4,1,4,87,0
5194,19608.1,6.06,77.23,80.46,4,2,0,4,3,2,2,2,2,1,55,1
5195,37386.59,8.07,67.55,51.32,0,0,0,10,2,3,4,3,1,4,64,1
5196,14648.93,6.7,84.21,83.08,0,0,0,4,1,2,4,1,5,4,100,1
5197,28473.98,5.55,74.22,84.32,2,0,0,6,5,2,4,3,4,4,98,1
5198,46514.72,6.65,35.68,68.13,1,0,0,8,5,2,2,3,2,3,60,0
5199,15510.43,9.83,46.04,59.72,1,0,0,8,3,1,2,1,1,1,52,0
5200,39820.36,9.03,39.44,52.12,0,0,0,7,5,3,2,3,2,3,98,0
5201,32167.11,9.55,46.83,47.31,1,0,0,4,4,5,3,4,1,3,93,0
5202,44675.83,6.87,97.94,88.44,0,2,0,7,1,1,1,2,3,1,93,0
5203,16662.96,9.67,55.81,86.64,2,0,0,7,1,5,2,4,1,4,50,0
5204,39802.71,9.27,94.46,94.39,4,0,0,8,2,2,3,1,1,5,83,0
5205,40682.61,9.1,82.74,53.34,6,5,0,9,2,1,4,2,1,3,57,0
5206,18347.43,7.67,36.59,81.25,0,0,0,7,3,4,1,5,2,1,81,0
5207,28488.74,9.88,65.97,44.21,2,0,0,4,2,2,1,1,5,4,65,1
5208,14064.61,7.54,60.85,90.86,0,0,0,7,5,5,1,3,5,3,94,0
5209,13520.41,8.04,43.12,89.35,2,0,0,10,4,3,4,4,5,5,62,1
5210,26723.83,5.15,57.63,55.94,1,0,0,8,4,2,2,5,3,5,80,0
5211,12567.59,9.36,39.11,35.86,3,3,0,8,5,5,4,3,5,1,93,1
5212,11861.05,9.3,67.24,50.07,4,0,0,4,2,1,4,5,3,4,52,0
5213,48031.52,9.1,93.19,58.61,3,5,0,4,1,5,2,3,2,4,66,0
5214,39075.29,7.14,50.49,58.59,3,1,2,6,4,1,3,1,2,2,84,0
5215,43621.71,8.67,93.8,61.04,2,0,0,3,2,1,4,4,2,3,68,0
5216,48625.15,5.47,55.73,48.69,1,0,0,6,1,3,5,1,3,2,73,0
5217,26022.88,7.62,95.97,52.56,4,0,0,3,3,4,1,4,3,2,69,1
5218,12233.87,8.37,50.43,51.78,5,0,0,5,1,3,4,4,3,3,81,0
5219,47090.87,5.67,89.29,84.19,5,0,0,9,3,5,2,4,1,5,73,0
5220,47454.12,9.82,40.53,81.18,3,0,0,7,4,4,1,4,2,5,82,0
5221,11133.81,9.98,60.13,81.7,5,1,0,4,1,5,2,4,3,2,98,1
5222,23620.73,7.75,49.82,46.07,0,0,0,3,5,5,3,3,4,5,77,1
5223,20327.55,6.98,91.61,76.09,0,0,0,5,3,2,3,2,5,3,99,0
5224,49109.15,8.43,40.17,79.88,2,1,0,7,5,4,3,5,2,2,83,0
5225,17529.7,9.19,49.52,70.39,1,2,0,8,3,2,1,4,2,3,88,1
5226,16076.61,5.87,80.68,81.9,5,0,0,4,4,3,5,3,1,1,61,1
5227,22830.36,6.01,79.53,70.49,6,0,0,10,1,2,4,1,1,2,56,0
5228,15860.38,7.07,41.84,78.2,3,0,0,9,3,2,5,1,3,1,79,0
5229,10034.65,8.1,98.42,66.48,2,0,0,10,1,1,3,2,2,2,85,0
5230,17098.64,9.11,92.4,76.4,0,0,0,4,5,1,5,5,5,3,89,0
5231,32152.2,8.97,46.05,74.58,0,0,0,9,5,4,2,3,3,5,63,1
5232,34427.05,5.73,69.37,93.37,1,0,0,4,3,1,4,1,4,4,73,0
5233,40603.25,9.38,96.97,83.77,0,0,2,10,2,4,5,1,3,1,89,1
5234,34908.05,6.45,47.83,90.88,2,0,0,5,3,3,3,1,5,2,64,1
5235,48785.52,8.26,56.89,92.82,0,0,0,6,2,2,4,3,1,1,93,0
5236,30483.57,8.99,82.92,56.82,0,0,0,8,5,3,4,3,1,2,59,1
5237,13419.75,5.04,92.27,90.42,5,0,0,5,3,3,1,3,5,4,55,1
5238,21803.6,7.64,56.12,68.22,2,0,0,10,4,3,4,2,2,2,83,0
5239,42513.9,6.24,37.16,60.18,3,0,0,5,2,4,1,1,1,1,76,1
5240,49044.13,6.46,91.18,52.9,3,0,0,3,1,4,1,2,1,2,68,0
5241,20813.38,7.19,60.34,74.59,3,0,0,6,1,2,2,4,2,5,72,1
5242,22320.82,5.15,78.31,85.01,5,0,0,5,1,2,3,5,3,1,84,1
5243,28043.52,9.84,60.6,66.49,1,0,0,10,3,5,4,2,2,3,82,0
5244,33416.86,8.68,41.05,48.07,3,0,0,6,2,1,5,2,4,3,50,1
5245,25074.57,9.25,67.27,62.94,5,0,0,3,4,4,3,5,1,1,60,0
5246,43992.78,5.1,74.04,61.35,0,0,0,4,4,3,3,1,2,1,81,0
5247,12627.29,7.01,67.89,86.43,2,0,0,5,3,2,2,5,5,5,88,0
5248,38080.17,9.47,59.86,77.08,0,0,0,5,3,1,5,4,4,4,90,1
5249,21892.36,8.93,90.74,64.91,0,0,0,10,1,2,4,4,1,3,90,1
5250,12524.99,8.43,49.34,38.18,4,5,0,8,3,2,2,5,1,2,57,0
5251,24865.82,9.03,67.99,59.07,6,0,0,3,1,5,3,1,5,5,50,1
5252,13779.1,8.39,90.28,76.48,4,0,0,7,2,4,1,3,3,1,96,0
5253,15231.87,6.96,61.82,58.73,1,0,0,6,4,5,1,1,2,5,59,1
5254,13164.8,8.65,72.24,73.49,6,2,0,9,1,1,3,1,3,3,93,0
5255,46366.52,7.92,47.58,47.57,1,0,0,10,2,5,2,5,4,2,72,1
5256,29578.08,7.79,84.37,56.51,2,0,0,6,4,4,2,1,3,3,73,1
5257,19309.45,8.88,61.06,71.83,5,0,0,5,3,3,1,5,3,4,62,1
5258,20249.08,7.67,69.39,35.98,5,0,0,7,1,3,3,2,5,1,94,1
5259,18638.38,6.15,46.24,68.92,0,0,2,8,3,3,1,1,4,2,98,1
5260,11148.94,9.73,61.42,67.94,1,0,3,4,4,5,2,2,1,1,86,1
5261,23337.18,6.14,65.46,58.69,1,0,0,7,1,2,5,3,5,1,92,1
5262,23468.24,9.83,87.12,61.46,2,0,0,4,1,1,2,4,3,2,89,1
5263,12714.5,8.32,63.61,86.58,3,2,0,3,4,1,2,2,4,4,76,0
5264,28555.52,8.22,55.6,70.22,2,0,0,9,4,2,3,2,5,3,100,0
5265,38440.1,5.86,59.24,87.05,3,0,0,3,3,4,5,5,3,2,89,0
5266,37016.28,8.43,42.85,84.33,1,0,0,7,5,5,2,4,3,4,78,1
5267,22206.77,9.33,53.08,56.5,6,0,0,6,2,3,3,3,1,2,53,1
5268,41263.55,9.32,67.33,82.41,3,0,0,9,2,2,2,2,3,3,95,1
5269,21367.67,5.67,66.31,54.79,6,5,0,6,2,5,2,4,1,4,78,0
5270,12315.69,8.61,81.82,52.69,6,0,0,6,2,1,2,5,1,4,68,1
5271,46094.87,9.61,83.93,43.19,0,0,0,7,3,3,5,5,5,2,89,1
5272,12271.27,9.98,43.84,66.18,4,0,0,6,5,2,1,1,2,4,61,0
5273,49514.91,6.01,55.75,86.56,1,4,0,9,3,5,3,2,2,1,61,0
5274,38192.07,8.01,89.77,93.92,4,3,0,9,1,5,4,2,3,1,52,0
5275,16378.78,6.99,51.8,73.11,0,0,0,8,4,4,3,2,4,4,81,1
5276,20571.48,8.9,73.4,77.61,5,0,0,10,2,5,1,1,1,4,86,0
5277,22465.61,7.87,44.57,46.32,2,2,0,5,2,2,5,4,3,5,58,0
5278,48963.87,6.31,89.78,67.79,3,0,0,4,2,2,2,2,2,3,52,1
5279,14822.99,9.04,97.02,87.53,0,1,0,5,3,2,1,1,5,4,60,1
5280,20359.72,9.22,46.45,52.72,0,0,0,9,5,4,4,4,4,2,51,1
5281,15349.44,6.33,84.69,74.9,4,0,0,6,5,5,2,3,5,5,54,0
5282,36164.72,9.02,79.7,85.81,5,5,2,4,5,4,4,4,5,2,82,1
5283,13377.16,8.45,44.53,86.54,0,0,0,9,1,1,1,3,3,2,60,0
5284,14706.99,6.55,43.12,66.69,0,0,0,10,3,3,4,2,2,1,63,0
5285,39055.84,6.9,85.95,92.23,3,0,0,6,1,5,4,3,4,2,82,0
5286,28732.4,5.65,94.45,69.92,0,2,0,5,5,3,2,1,3,5,97,1
5287,10867.97,5.99,49.51,67.75,0,0,0,6,4,3,5,1,2,5,98,1
5288,38500.95,9.4,67.76,49.43,6,0,0,3,4,5,3,3,2,3,95,1
5289,12014.31,7.96,48.15,68.08,3,0,0,3,4,1,1,2,3,5,76,1
5290,37306.58,5.27,73.94,90.27,5,0,0,3,1,2,3,5,4,4,79,0
5291,10824.09,5.54,50.77,88.24,1,0,0,6,3,1,4,4,5,5,51,0
5292,49052.09,5.76,68.99,64.89,6,0,0,4,4,1,2,1,1,3,90,1
5293,13214.15,8.59,63.83,76.57,3,5,0,10,2,2,2,1,3,2,74,0
5294,37056.91,9.88,39.24,75.93,1,0,0,5,5,2,3,3,1,4,85,1
5295,39130.36,6.94,56.97,83.99,0,0,0,8,1,4,3,1,5,2,92,0
5296,26263.5,9.87,96.74,74.09,6,0,0,4,5,1,1,3,1,5,55,0
5297,23264.12,7.41,38.39,37.07,6,0,0,10,5,4,1,3,1,4,90,0
5298,13446.71,6.62,76.77,65.97,0,0,0,9,1,1,1,2,3,2,66,0
5299,24745.61,5.26,41.38,56.55,1,5,0,9,3,2,3,2,1,3,58,0
5300,42972.33,7.44,76.34,90.17,4,0,0,3,4,2,3,4,3,3,57,0
5301,39130.04,8.97,93.24,37.27,2,0,0,8,1,4,4,5,5,2,62,0
5302,44277.27,5.46,44.35,87.4,5,0,0,6,1,2,2,4,1,4,61,0
5303,48998.79,5.17,39.83,62.85,6,0,0,10,1,5,3,5,2,5,51,1
5304,16616.92,9.4,51.9,78.7,2,0,0,7,3,1,3,4,4,2,85,0
5305,49955.62,8.23,46.87,90.78,2,0,0,9,1,5,3,5,1,5,76,1
5306,31229.05,8.03,37.85,47.99,6,5,0,4,1,4,3,3,3,4,78,1
5307,23022.63,8.83,70.98,52.03,6,5,0,6,4,1,4,3,5,1,71,1
5308,48165.46,9.2,42.08,81.96,5,0,0,5,1,3,5,5,5,5,74,0
5309,38323.77,7.38,48.93,42.33,0,0,0,7,4,3,4,3,5,5,80,1
5310,10846.23,7.63,83.98,90.57,1,4,0,10,5,4,5,4,1,2,77,1
5311,14521.32,5.82,71.6,82.23,0,0,0,3,4,1,2,1,2,1,94,0
5312,35317.54,7.87,52.93,79.93,0,0,0,6,3,1,2,3,2,2,80,1
5313,24832.83,8.68,69.38,51.58,0,0,0,5,4,4,2,4,3,1,76,1
5314,23646.62,6.3,64.08,66.72,1,0,0,8,3,1,2,3,5,2,56,1
5315,36277.11,7.32,73.21,63.39,1,0,0,8,4,4,2,1,1,2,85,1
5316,47586.64,5.18,92.16,86.48,0,2,0,6,2,2,3,2,4,3,75,1
5317,48203.04,8.45,40.99,91.61,5,0,0,6,2,2,3,2,2,3,80,1
5318,35148.84,5.29,94.49,55.39,2,0,0,3,5,1,2,3,4,1,92,1
5319,42679.7,8.52,43.27,44.66,0,0,0,8,1,4,4,1,1,2,73,1
5320,15757.5,8.02,45.45,42.45,3,0,0,8,4,4,3,4,3,5,95,0
5321,38498.53,6.48,64.94,58.09,1,0,3,5,1,1,3,5,2,2,96,0
5322,21942.68,5.41,36.55,71.08,4,0,3,6,4,4,4,2,5,4,98,0
5323,46588.3,5.59,49.36,67.97,4,2,0,9,1,1,3,3,5,1,64,1
5324,40033.19,8.76,65.94,56.86,2,0,0,5,2,3,5,5,1,4,81,1
5325,28974.48,7.88,36.16,71.45,6,0,0,9,4,2,1,4,2,1,53,1
5326,45343.36,5.47,52.85,93.21,0,0,0,9,2,2,4,2,5,5,80,0
5327,22427.95,8.96,62.62,82.28,6,5,0,9,3,2,2,3,3,5,81,0
5328,36944.37,7.55,40.12,88.59,3,0,0,10,1,4,1,2,2,4,74,0
5329,29891.34,6.51,40.39,74.76,6,0,0,3,2,3,1,4,5,1,60,0
5330,34322.96,8.74,46.28,44.06,3,1,0,4,2,4,2,4,4,1,83,0
5331,16047.26,9.7,40.69,80.58,6,0,0,6,4,4,5,3,3,2,95,1
5332,13208.05,8.37,84.63,64.42,6,0,0,9,5,2,4,4,4,5,73,1
5333,11105.55,5.68,97.41,75.28,6,3,0,9,1,2,5,1,4,5,66,1
5334,33907.06,9,80.46,90.45,4,0,0,3,3,5,1,1,4,1,86,0
5335,12909.67,6.29,74.01,69,1,5,0,4,4,5,1,2,3,4,78,1
5336,14053.76,6.82,70.18,59.91,6,0,0,3,1,4,5,3,5,1,83,0
5337,34752.14,8.8,54.94,58,4,0,0,9,4,4,4,3,5,2,91,0
5338,40225.03,9.56,58.25,58.63,1,0,0,9,4,2,5,1,1,4,72,0
5339,39554.36,8.64,56.83,64.4,0,0,0,6,4,1,2,2,2,3,65,0
5340,42727.78,9.33,66.31,58.83,4,0,0,8,3,5,1,1,2,3,74,0
5341,34408.05,7.55,76.22,77.19,1,0,0,10,2,3,3,2,2,4,71,0
5342,13728.51,6.38,65.84,68.29,6,4,0,9,2,2,4,2,2,4,70,0
5343,20209.71,7.26,42.56,74.08,1,0,0,7,2,5,2,1,3,2,86,0
5344,13984.16,8.87,76.28,49.25,3,0,0,4,4,2,5,1,2,3,96,1
5345,48767.13,6.11,65.24,47.72,0,0,0,9,5,2,3,1,2,5,87,0
5346,22693.73,6.09,42.39,50.21,5,0,0,9,1,2,2,5,3,2,67,1
5347,11836.98,8.86,44.8,68.27,1,0,2,6,1,3,5,4,4,2,58,0
5348,29029.39,5.56,71.96,39.6,0,4,0,8,1,4,4,2,3,1,93,0
5349,39347.02,7.72,96.04,78.48,1,0,0,10,5,4,5,2,3,2,89,1
5350,19925.81,9.04,52.7,55.8,0,4,0,9,3,5,2,1,3,4,53,0
5351,28581.5,9.11,71.55,69.99,4,0,0,9,4,5,4,2,5,1,76,1
5352,14976.93,9.7,48.71,52.47,3,0,0,9,4,5,5,3,5,3,62,1
5353,36931.74,9.33,43.24,49.96,0,0,0,9,4,2,1,5,2,2,100,1
5354,43506.53,5.98,64.55,80.17,5,0,0,6,5,2,1,5,2,4,73,1
5355,18965.98,5.73,87.05,92.32,5,0,0,5,3,4,1,3,3,3,52,1
5356,48031.12,6.32,44.56,62.61,2,0,0,6,5,4,1,2,5,3,69,0
5357,27414.34,5.75,50.43,55.16,3,0,0,6,5,2,3,5,1,5,56,1
5358,15181.86,9.39,38.64,48.74,0,0,0,10,2,5,4,1,3,2,61,0
5359,37086.44,8.18,74.71,44.26,0,0,0,9,1,4,2,5,2,3,86,0
5360,38820.97,7.32,71.16,35.66,5,0,0,5,4,2,2,1,3,1,61,0
5361,31146.9,9.63,74.37,67.25,0,0,0,6,5,3,4,1,5,1,80,0
5362,28703.53,8.9,63.05,80.39,5,0,0,8,5,1,4,5,1,1,59,0
5363,38182.04,7.41,93.83,39.31,6,0,0,5,4,2,4,4,2,3,81,1
5364,13656.35,6.94,61.69,35.53,1,0,0,6,5,3,1,3,4,2,89,0
5365,13405.11,9.92,44.84,80.4,5,3,0,7,2,1,1,5,2,3,62,1
5366,16691.07,7.39,94.78,36.47,1,2,0,9,1,3,1,2,1,4,90,0
5367,48185.82,7.08,68.64,38.89,5,0,0,8,2,4,4,4,4,5,97,1
5368,36346.32,5.72,75.03,44.44,2,0,0,9,3,1,2,5,4,2,62,1
5369,22469.3,8.26,46.83,77.66,4,0,0,5,4,5,2,1,4,3,68,0
5370,29528.97,9.15,38.67,61.87,5,1,0,9,3,3,1,1,5,3,73,1
5371,14386.66,7.89,63.3,89.23,4,0,2,9,1,3,5,2,5,1,63,0
5372,41389.82,7.22,93.72,52.32,0,0,0,7,1,2,4,3,1,2,54,0
5373,44066.16,9.76,43.77,89.05,0,0,0,9,5,5,5,5,1,1,96,1
5374,42460.11,6.45,92.64,36.09,1,0,0,6,1,1,2,2,1,3,66,0
5375,38186.12,6.68,94.54,38.49,0,0,0,10,1,1,5,2,5,2,98,1
5376,49265.83,7.45,48.84,51.19,0,0,0,8,5,4,5,4,2,4,56,0
5377,13287.23,7.01,75.5,84.06,1,0,0,6,2,5,3,4,3,5,55,0
5378,43193.66,7.64,36.9,53.79,2,0,0,7,3,2,4,3,4,2,64,1
5379,23317.96,9.2,42.04,68.51,0,0,0,6,1,4,4,2,5,3,58,0
5380,44112.23,6.87,93.74,38.94,5,0,0,5,4,5,5,5,2,1,51,0
5381,10256.77,9.21,87.44,36.87,6,4,0,3,3,2,3,3,5,5,68,1
5382,25678.29,8.55,88.65,88,4,3,0,4,1,4,4,4,3,1,54,0
5383,21856.95,9.32,87.18,56.91,3,0,0,9,1,2,5,5,3,2,59,1
5384,44925.04,9.82,98.39,40.09,1,0,0,8,2,2,5,4,3,2,76,1
5385,17456.4,5.58,47.5,44.33,1,0,0,6,3,2,2,5,2,5,85,0
5386,38591.53,8.7,38.08,93.9,0,4,0,10,2,2,5,1,5,4,97,0
5387,46558.58,9.74,76.37,68.41,2,0,0,6,3,1,4,2,2,5,58,0
5388,21732.18,5.36,58.38,52.98,2,0,0,10,5,5,2,1,3,1,60,1
5389,16719.77,7.63,37.82,91.19,0,2,2,10,2,4,4,3,4,3,83,1
5390,17202.88,6.33,70.62,65.81,2,0,2,4,5,3,3,3,1,4,72,1
5391,14852.41,8.32,85.01,68.94,1,0,0,7,1,5,3,2,2,5,83,0
5392,29184.41,5.16,58.2,43.07,5,3,0,10,4,2,5,2,3,4,51,0
5393,33968.65,9.75,43.59,93.57,2,0,0,10,3,2,3,4,4,3,83,1
5394,35798.93,7.84,48.2,39.63,5,0,0,5,2,4,4,5,4,1,91,0
5395,44374.34,6.24,49.38,48.34,6,0,3,4,4,1,1,1,3,5,100,0
5396,44338.16,8.6,65.41,62.01,0,0,0,5,5,4,3,4,4,3,100,0
5397,32025.61,9.31,88.56,47.99,4,0,0,3,2,1,2,2,4,5,80,0
5398,35327.14,9.02,95.87,54.91,2,0,0,7,2,3,3,5,2,2,69,0
5399,45042.1,8.73,80.49,67.47,3,0,0,6,5,2,5,5,2,5,91,1
5400,37145.09,8.49,86.61,36.59,1,0,0,6,2,3,2,5,1,5,79,0
5401,35731.81,6.43,48.78,54.76,0,0,0,4,4,4,3,1,2,2,73,1
5402,22775.35,6.86,75.68,67.72,0,0,3,5,4,2,4,5,1,5,82,1
5403,19764.77,5.54,97.09,65.18,0,4,0,8,4,1,4,2,2,2,54,0
5404,11406.19,6.85,88.43,67.93,1,0,0,10,1,2,4,2,1,1,54,1
5405,26766.6,5.02,65.45,57.55,2,0,0,7,1,5,5,2,4,3,51,1
5406,32923.54,7.6,77.6,40.13,5,0,0,9,3,4,3,1,4,5,67,1
5407,20671.11,5.27,81.28,56.9,4,0,0,7,2,3,1,2,2,3,95,0
5408,29423.2,5.2,60.82,53.25,5,0,1,5,2,2,2,5,3,1,51,1
5409,20225.44,6.82,60.11,71.97,3,0,0,8,5,4,5,3,2,4,77,1
5410,31970.32,9.53,66.69,54.53,0,0,0,9,2,4,4,5,5,2,52,1
5411,34963.15,6.33,44.18,46.74,2,0,0,4,3,4,2,1,3,5,81,1
5412,46296.68,6.11,58.23,69.18,5,0,0,8,4,5,1,3,2,2,63,1
5413,28976.94,9.69,38.62,35.16,0,0,0,5,4,1,4,4,1,2,78,1
5414,23898.02,8.05,83.93,80.06,5,0,2,7,4,3,3,4,2,1,79,0
5415,23421.94,7.5,85.1,74.11,2,1,0,4,4,2,5,2,2,4,74,0
5416,11607.1,5.28,55.39,52.39,2,0,0,7,2,3,2,3,3,2,69,0
5417,23237.61,6.27,82.23,83.27,3,1,0,10,2,3,3,5,3,1,71,1
5418,35054.88,6.61,90.67,56.98,5,0,0,7,5,2,5,1,1,1,85,1
5419,33488.82,8.88,43.47,87.62,0,0,0,7,2,4,4,4,4,2,59,1
5420,47818.23,9.64,96.9,89.56,2,0,0,8,2,5,4,5,1,2,71,1
5421,24599.21,8.3,85.24,59.67,2,0,0,5,3,3,4,5,4,5,91,1
5422,35145.68,6.23,36.46,39.92,1,0,0,9,2,5,3,2,4,4,72,0
5423,17680.92,5.93,51.94,46.26,6,5,0,4,5,3,1,3,3,1,94,0
5424,15582.43,5.67,64.77,45.73,3,0,0,3,4,3,2,5,1,3,87,0
5425,46764.12,7.73,44.83,93.39,5,0,0,9,5,4,3,1,2,1,98,1
5426,15139.61,7.44,76.04,43.49,2,0,0,10,4,5,4,5,1,4,93,1
5427,28925.37,6.97,50.11,56.82,5,0,0,4,1,2,4,2,2,2,93,1
5428,25303.15,5.57,69.14,94.21,0,0,0,10,5,5,2,1,3,4,67,1
5429,43352.38,6.63,43.86,88.89,5,1,0,9,1,5,4,2,2,5,89,0
5430,39632.38,8.45,95.99,81.08,6,0,1,4,3,3,2,2,5,3,95,0
5431,42406.43,9.14,72.74,40.05,5,0,2,3,3,3,4,1,2,1,92,1
5432,44017.34,7.44,41.53,92.12,1,0,0,6,3,2,4,1,1,1,64,1
5433,30210.52,6.24,49.28,41.57,1,1,0,9,1,5,5,4,4,2,78,0
5434,12211,8.23,46.61,48.65,1,0,0,6,1,4,1,1,4,3,100,0
5435,24349.67,5.54,52.15,87.51,5,2,0,8,2,5,3,3,4,4,98,1
5436,17627.2,5.5,36.07,59.74,5,4,0,5,5,2,1,1,5,3,51,1
5437,45353.27,8.11,98.45,48.31,0,0,2,6,3,5,3,3,3,3,87,1
5438,30155.27,6.71,93.9,66.84,4,0,0,9,1,2,1,5,1,3,99,0
5439,17666.97,9.97,52.07,86.35,0,0,0,4,2,1,4,3,4,4,76,0
5440,48242.42,6.34,92.44,66.7,0,0,2,5,2,1,3,1,5,1,89,0
5441,12257.95,7.76,53.47,63.05,1,0,0,9,2,5,3,4,5,5,53,1
5442,18622.16,6.21,46.9,51.49,4,0,0,10,3,2,1,4,4,1,64,0
5443,31237.52,7.66,82.97,54.87,0,2,0,3,2,2,2,5,4,4,59,1
5444,38081.83,7.2,70.06,52.32,4,4,0,4,4,1,3,5,2,2,56,1
5445,43735.93,6.68,92.27,56.22,6,0,0,8,2,3,4,4,4,5,82,1
5446,16999.86,6.59,94.59,47.77,0,1,2,8,1,2,2,1,1,3,63,0
5447,30920.71,7.24,73.77,86.23,4,0,0,9,3,1,5,4,4,4,76,1
5448,36884.85,9.54,61.56,84.82,2,0,0,7,4,3,2,1,2,5,63,1
5449,34332.7,9.36,59.36,83.88,0,0,3,9,5,5,5,3,1,5,67,1
5450,49185.03,6.78,65.62,47.56,2,0,0,3,5,2,5,1,1,4,88,0
5451,49146.37,6.53,90.3,69.3,6,0,0,7,3,3,5,5,5,2,80,0
5452,49370.51,9.4,82.09,66.09,2,0,0,9,1,1,3,3,3,5,76,0
5453,44488.73,7.12,65.44,36.79,3,0,0,9,3,3,1,5,4,5,86,0
5454,38302.59,5.99,61.55,83.27,3,0,0,5,3,4,1,4,4,1,77,1
5455,39530.35,7.3,86.67,44.64,5,2,0,6,4,2,4,1,1,1,57,0
5456,34965.89,5.52,87.77,78.23,1,0,0,3,2,4,3,2,2,3,67,1
5457,25709.39,8.37,53.13,51.06,5,1,1,8,4,2,2,4,5,2,62,1
5458,46130.56,5.78,51.89,38,3,0,0,4,5,2,2,5,4,2,71,1
5459,41833.53,6.75,35.2,65.75,6,0,0,7,4,1,1,5,5,1,73,0
5460,31916.62,8.61,40.37,91.09,1,0,0,9,4,2,3,2,1,3,61,0
5461,18846.26,8.67,64.3,39.97,6,0,0,3,5,2,4,3,2,4,80,1
5462,34672.27,7.03,89.19,40.76,1,0,0,6,1,2,1,3,5,2,50,0
5463,34558.97,7.95,36.77,68,0,0,0,6,4,1,2,5,4,1,80,1
5464,35197.67,6.47,64.52,43.68,4,0,0,8,2,1,5,3,2,4,100,1
