index,Expected Salary,CGPA,10th Percentage,12th Percentage,Branch,Certifications,Level of Participation,Communication Proficiency,Programming Languages,Extraversion,Agreeableness,Openness,Conscientiousness,Neuroticism,Attendance %,Employeed
3908,"$39,379.07 ",9.35,98.39,64.56,Computer,,,6,Python,4,3,3,5,5,77,1
3909,"$48,285.96 ",5.45,71.14,54.78,Telecomm,,,6,Python,4,1,2,1,3,53,1
3910,"$34,608.64 ",5.83,88.84,93.46,Biomedical,,,6,C#,1,1,4,3,4,54,1
3911,"$47,929.69 ",5.34,95.12,93.02,Electronics,,,4,C#,2,3,1,2,2,84,0
3912,"$21,517.26 ",8.55,97.8,38.98,Biomedical,4,,5,Java,4,5,4,2,5,67,1
3913,"$37,355.59 ",5.97,56.76,49.64,Civil,,,5,Python,4,1,4,4,2,92,1
3914,"$32,598.05 ",5.97,69.81,92.15,Civil,,,5,C#,4,3,1,3,1,51,0
3915,"$49,542.87 ",7.63,72.54,58.29,Biomedical,1,,4,Java,5,3,2,2,3,94,0
3916,"$36,723.64 ",7.81,39.07,91.33,Biomedical,,,6,Java,1,5,4,2,5,62,0
3917,"$16,444.30 ",5,56.32,89.13,Electronics,,,10,Java,4,1,5,3,4,94,0
3918,"$27,218.31 ",6.38,42.58,61.73,Biomedical,1,,7,C#,5,1,1,2,1,100,0
3919,"$21,157.33 ",5.37,41.53,78.5,Computer,,,5,C#,3,5,5,2,2,80,0
3920,"$28,650.15 ",5.02,35.6,53.91,Civil,,State,8,C++,4,2,3,3,5,63,0
3921,"$30,386.39 ",7.76,76.94,79.12,IT,5,,7,Python,3,3,2,1,1,67,0
3922,"$12,512.33 ",9.12,53.3,46.87,Biomedical,,,3,C#,5,5,3,1,4,66,1
3923,"$36,702.07 ",7.18,51.55,86.75,Mechanical,,,4,Java,3,3,5,1,1,89,0
3924,"$36,496.81 ",6.64,37.4,49.64,IT,,,5,C++,4,5,5,2,2,96,1
3925,"$23,888.77 ",5.89,83.34,74.62,IT,,,6,C,3,4,4,4,5,71,1
3926,"$27,647.46 ",9.15,85.21,59.34,Telecomm,,,3,C,2,1,1,5,5,62,1
3927,"$46,839.50 ",7.79,88.96,55.11,IT,,,5,Java,3,3,3,5,3,95,1
3928,"$32,399.41 ",8.28,77.28,76.61,IT,0,,5,C,5,2,1,2,4,79,1
3929,"$35,322.47 ",8.9,72.46,41.86,Telecomm,,,3,C++,1,4,4,3,3,96,1
3930,"$26,214.25 ",7.45,37.94,46.37,Electronics,,,10,C++,5,4,2,1,5,59,1
3931,"$44,362.40 ",7.44,42.28,68.76,Mechanical,,,10,C,2,5,5,3,2,54,1
3932,"$33,116.41 ",6.71,46.08,63.17,Electronics,,International,10,Java,4,3,2,3,3,83,0
3933,"$31,347.90 ",8.31,82.2,72.39,Biomedical,,,10,Java,5,4,5,1,3,92,0
3934,"$21,637.70 ",7.4,40.91,89.1,Computer,,,7,Python,3,2,4,5,4,63,1
3935,"$15,733.74 ",5.77,71.52,73.51,IT,,,10,C++,1,5,3,1,2,59,0
3936,"$29,996.57 ",5.23,84.51,72.5,Electronics,,,9,C#,1,1,5,4,5,61,1
3937,"$36,926.54 ",9.31,69.75,57.75,Computer,,,5,C#,2,3,1,3,4,84,0
3938,"$26,011.09 ",6.75,42.73,74.67,Telecomm,1,,10,C#,5,2,3,4,3,90,0
3939,"$27,240.00 ",6.66,44.53,86.63,Electronics,,,10,Python,1,4,1,1,3,58,1
3940,"$24,579.76 ",8.45,73.94,89.98,Biomedical,,,10,Python,4,3,3,2,2,85,0
3941,"$13,376.39 ",7.09,57.44,61.49,Electronics,,,5,C#,2,4,4,1,5,57,0
3942,"$21,730.20 ",9,42.46,90.01,Civil,,,5,Python,5,4,1,2,3,62,0
3943,"$30,791.49 ",5.24,42.12,64.9,IT,,,7,Python,5,2,4,4,4,85,1
3944,"$45,144.55 ",5.36,82.64,40.88,Telecomm,,,8,Java,1,3,1,4,4,82,1
3945,"$25,459.46 ",5.1,91.74,46.85,Civil,,,5,C,3,2,3,3,3,61,0
3946,"$12,772.55 ",6.51,41.72,53.78,Civil,,,7,C++,1,3,1,5,2,99,0
3947,"$47,431.06 ",8.77,82.22,38.85,Electronics,,,9,Java,4,1,4,2,2,52,0
3948,"$28,545.50 ",5.64,56.11,62.03,IT,,,5,C#,1,5,3,5,4,52,0
3949,"$23,864.45 ",7.29,77.68,42.69,Telecomm,3,,4,C++,1,1,1,3,4,55,0
3950,"$48,290.33 ",8.88,45.97,85.26,Civil,,,5,C++,2,5,4,2,3,50,1
3951,"$41,706.38 ",7.41,78.43,63.05,Electronics,,,8,Java,1,3,1,2,1,93,1
3952,"$31,333.26 ",5.14,35.05,84.18,Telecomm,,,9,Python,1,1,3,1,1,59,1
3953,"$37,055.33 ",7.11,48.74,54.27,Computer,,,4,C,1,5,1,1,5,100,0
3954,"$39,748.72 ",9.53,47.91,86.61,Computer,2,,10,C#,1,4,1,5,1,74,0
3955,"$28,514.40 ",8.93,55.26,92.11,Biomedical,,,4,C,1,4,5,5,4,71,1
3956,"$15,626.88 ",7.62,41.62,59.19,Biomedical,,,5,Java,4,4,4,2,2,77,0
3957,"$24,594.67 ",9.62,83.1,84.56,Telecomm,,,7,C++,2,2,5,2,4,67,0
3958,"$24,182.86 ",9.28,44.47,54.03,Mechanical,,,9,Python,4,4,1,5,5,51,1
3959,"$43,864.44 ",9.13,88.53,82.89,Biomedical,,,5,C++,2,2,1,3,5,71,0
3960,"$48,913.04 ",9.84,91.43,39.18,IT,3,,4,Java,2,1,5,1,1,57,0
3961,"$24,924.56 ",9.36,53.23,67.57,Mechanical,,,8,C++,4,3,4,1,1,64,0
3962,"$34,978.63 ",6.11,53.59,54.33,Telecomm,,,3,C#,2,3,1,5,3,63,0
3963,"$43,597.68 ",9.2,53.79,88.61,Civil,,,9,C++,4,3,1,5,1,70,1
3964,"$22,149.16 ",5.35,47.75,43.26,IT,,,9,Python,2,5,1,1,5,94,1
3965,"$39,863.37 ",6.82,97.58,77.75,IT,,,3,C#,5,2,2,3,5,69,1
3966,"$17,842.49 ",7.71,54.36,61.71,Biomedical,,State,8,C,4,4,1,1,4,61,0
3967,"$40,549.85 ",6.85,35.19,39.29,Mechanical,,,10,C#,2,2,2,4,1,75,0
3968,"$46,233.57 ",7.57,84.16,46.06,IT,,,9,C,1,5,2,3,1,83,1
3969,"$11,627.72 ",7.8,76.6,46.61,Civil,,,4,Python,4,5,5,2,3,86,0
3970,"$30,993.70 ",6.73,66.91,77.65,Telecomm,,,10,C,1,3,1,2,3,97,0
3971,"$23,474.02 ",6.29,57.25,37.85,IT,2,,3,C++,2,1,1,1,2,84,0
3972,"$24,023.86 ",8.56,79.21,85.1,IT,,,3,Java,2,3,3,4,5,71,0
3973,"$36,101.57 ",8.75,68,51.74,Computer,,,4,C,3,4,2,4,1,83,1
3974,"$11,192.11 ",8.86,76.94,84.04,Computer,4,,5,C++,2,4,4,5,4,95,1
3975,"$32,751.25 ",9.68,54.5,73.22,Biomedical,,,3,Java,5,5,2,3,3,82,1
3976,"$10,130.59 ",5.57,73.63,53.15,Electronics,,,3,C#,2,4,2,5,2,53,1
3977,"$26,881.76 ",6.67,51.52,46.38,IT,,,8,Python,3,4,5,5,3,74,1
3978,"$36,668.08 ",6.69,71.14,90.77,Computer,,,7,C#,4,2,4,3,2,86,0
3979,"$28,948.89 ",8.9,67.87,41.27,Biomedical,4,,9,C++,2,1,5,3,1,75,0
3980,"$21,526.97 ",7.29,39.52,49.55,Electronics,,National,9,Python,5,1,5,2,4,66,0
3981,"$29,260.69 ",8.51,75.51,87.06,Biomedical,0,,8,C++,1,1,1,4,2,80,0
3982,"$45,478.93 ",8.91,71.07,52.33,Computer,,,7,Python,2,5,1,5,5,62,0
3983,"$38,173.29 ",7.11,42.81,35.85,Computer,,,5,C#,1,1,3,4,2,69,1
3984,"$15,303.89 ",8.03,70.03,35.35,IT,,,10,Java,2,3,5,2,4,58,1
3985,"$41,923.01 ",5.69,68.26,91.6,Computer,4,,7,C++,3,5,4,3,1,67,1
3986,"$28,004.33 ",6.7,35.35,45.38,Biomedical,1,,6,Java,1,3,4,3,1,89,0
3987,"$19,965.22 ",7.68,39.48,88.21,Electronics,,National,3,C++,4,1,5,4,4,75,1
3988,"$11,215.90 ",5.71,63.51,68.36,Electronics,,,7,C#,1,5,3,4,5,74,1
3989,"$38,529.36 ",7.08,45.93,41.24,Electronics,,State,10,Python,1,2,1,1,3,99,0
3990,"$19,391.30 ",9.38,70.81,62.06,IT,,,4,Python,3,5,1,1,1,86,0
3991,"$43,299.72 ",7.89,90.54,38.63,IT,,,10,C#,2,5,5,2,2,94,0
3992,"$32,328.42 ",6.39,47.08,47.78,Computer,1,,6,C++,4,2,5,1,1,50,1
3993,"$16,327.69 ",5.29,75.52,82.57,Civil,,,4,Python,2,3,4,4,1,84,0
3994,"$19,130.16 ",9.72,51.78,58.23,Telecomm,,,9,C#,4,4,2,1,4,98,0
3995,"$40,899.46 ",8.72,86.14,68.44,Telecomm,,,10,Java,5,2,3,3,2,62,1
3996,"$49,672.50 ",9.23,81.34,90.39,IT,,,5,C,4,2,1,4,3,63,1
3997,"$32,854.86 ",9.6,85.7,51.99,IT,3,,9,Java,4,1,4,3,3,77,1
3998,"$17,434.80 ",6.78,77.37,70.79,Civil,,,9,Java,1,2,3,1,2,66,1
3999,"$37,262.39 ",8.25,42.62,58.26,Mechanical,,,7,Java,2,4,2,5,5,54,0
4000,"$35,067.37 ",5.5,94.76,63.54,IT,,,4,C#,1,5,5,4,3,70,1
4001,"$42,499.02 ",9.99,61.41,39.01,Computer,5,,3,C,5,5,4,5,3,69,0
4002,"$47,450.28 ",6.49,75.43,90.75,Electronics,,,4,C++,1,2,1,2,4,63,0
4003,"$36,004.34 ",7.11,58.16,77.52,Mechanical,,,10,C,2,5,1,3,2,78,0
4004,"$42,164.19 ",7.09,78.75,45.75,Mechanical,,,4,Java,5,4,5,3,4,52,1
4005,"$48,854.70 ",9.51,61.02,81.09,IT,,,7,C#,5,4,1,3,2,94,1
4006,"$38,503.24 ",6.95,82.08,57.96,Biomedical,,,3,Java,4,1,4,4,4,52,0
4007,"$47,744.68 ",8.14,80.69,56.92,IT,3,,5,Java,1,4,3,1,5,100,1
4008,"$30,418.98 ",6.78,67.37,53.71,Computer,,,7,C#,5,1,1,3,2,87,1
4009,"$29,859.03 ",7.13,71.8,81.03,IT,,,7,Java,3,2,2,4,3,66,0
4010,"$10,918.01 ",8.58,84.68,88.53,Civil,,,9,C,4,2,4,4,4,68,1
4011,"$45,863.39 ",8.7,53.38,38,IT,,,9,Java,4,3,3,2,1,67,1
4012,"$37,876.78 ",6.51,69.37,58.67,IT,,,8,Python,4,3,4,1,3,84,1
4013,"$12,534.90 ",9.73,61.36,39.84,Biomedical,,,8,Python,3,3,3,3,5,92,1
4014,"$34,180.74 ",8.54,87.78,68.75,Civil,,,8,C++,3,5,5,3,3,56,0
4015,"$26,218.68 ",8.1,87.3,53.69,Civil,,,7,C#,4,4,4,1,3,95,0
4016,"$49,908.64 ",5.04,51.84,53.5,Civil,,,7,C,4,4,5,5,3,60,0
4017,"$38,193.42 ",8.13,82.71,56.91,Computer,5,,4,C++,3,5,2,3,4,56,1
4018,"$14,537.47 ",5.23,60.36,50.19,IT,,,5,C#,3,4,3,5,5,56,0
4019,"$18,268.94 ",6.55,53.89,58.71,IT,,,9,Python,3,5,1,4,4,80,0
4020,"$43,456.84 ",8.98,61.46,52.76,Computer,,,9,C,2,4,5,5,4,56,1
4021,"$47,170.54 ",8.51,85.11,89.81,Telecomm,5,,9,C++,2,2,1,1,4,99,0
4022,"$11,054.26 ",5.58,39.37,85.37,Mechanical,,State,5,Python,5,4,4,1,1,50,0
4023,"$27,246.87 ",7.17,54.83,69.54,IT,,,4,Python,3,1,5,4,1,72,1
4024,"$49,314.92 ",6.87,40.03,35.06,IT,,National,5,Java,4,2,5,1,1,73,1
4025,"$27,512.22 ",8.51,68.61,83.41,IT,,,10,C#,3,1,2,5,4,50,1
4026,"$29,240.96 ",9.47,48.95,54.69,Mechanical,,,8,C,5,5,5,2,5,73,0
4027,"$38,822.05 ",6.58,57.67,47.9,Electronics,,,10,Java,5,2,4,1,5,78,1
4028,"$27,398.88 ",5.31,36.51,88.7,IT,,,3,C++,1,5,5,2,3,88,1
4029,"$46,608.75 ",6.93,77.96,39.08,Computer,,,8,Python,2,1,1,2,3,53,0
4030,"$22,002.26 ",5.33,41.61,49.93,Civil,0,,4,C#,2,4,3,1,1,91,0
4031,"$29,453.94 ",6.24,67.82,69.2,Civil,,,9,C++,3,5,5,2,2,84,1
4032,"$47,925.11 ",8.68,92.01,57.72,Telecomm,,,7,C#,3,3,1,4,4,77,1
4033,"$20,636.51 ",9.95,68.73,73.14,Computer,,,6,Python,3,3,1,1,2,87,1
4034,"$10,965.10 ",8.44,88.16,42.18,Telecomm,,,7,C#,1,3,1,3,4,72,0
4035,"$28,427.58 ",8.26,74.48,77.8,IT,,,3,C#,4,3,2,1,4,76,0
4036,"$22,051.43 ",7.68,84.11,67.39,Mechanical,,,3,C#,5,2,5,5,3,55,0
4037,"$13,003.56 ",9.33,70.26,36.61,Computer,,,9,Java,1,4,2,1,1,67,0
4038,"$35,057.36 ",9.62,36.1,41.36,IT,,,6,C#,5,5,3,1,4,74,0
4039,"$14,245.38 ",6.4,45.74,56.84,Computer,,,9,C#,2,4,2,4,2,74,0
4040,"$49,108.09 ",8.52,78.75,84.19,Telecomm,,,5,Java,2,3,4,4,3,97,0
4041,"$31,982.85 ",8.39,64.88,66.27,Electronics,5,,7,C++,1,5,1,3,4,99,0
4042,"$29,816.55 ",9.69,88.92,71.94,IT,,,3,Java,5,4,1,5,2,65,0
4043,"$10,561.09 ",9.88,97.59,38.23,Telecomm,,,8,C#,4,2,2,5,3,83,1
4044,"$41,062.61 ",9.36,59.46,50.08,Civil,,,7,C++,2,5,4,5,1,65,0
4045,"$20,021.09 ",6.43,80.58,39.74,IT,,,5,Python,5,5,2,5,3,85,1
4046,"$15,197.67 ",8.53,43.21,45.69,Biomedical,,,8,Java,4,2,2,4,5,50,0
4047,"$16,147.31 ",7.22,65.52,45.35,Civil,,,8,Python,2,2,1,5,3,90,0
4048,"$29,478.94 ",8.52,91.69,77.91,Biomedical,,National,3,C#,3,1,4,3,5,82,1
4049,"$25,185.08 ",6.16,95.25,43.36,Civil,,,6,Java,5,3,1,2,5,67,0
4050,"$11,096.34 ",9.21,54.51,84.13,Computer,,,8,Java,5,4,5,2,2,53,0
4051,"$34,371.79 ",7.49,66.34,68.92,Biomedical,,,4,C++,4,4,5,3,4,96,1
4052,"$27,521.98 ",8.28,43.73,50.21,Civil,,,5,C#,1,4,4,5,2,51,1
4053,"$15,569.71 ",8.66,68.97,74.75,Telecomm,2,,5,C++,3,2,4,5,5,76,1
4054,"$17,826.05 ",6.48,83.84,62.6,IT,,,9,C#,3,3,1,4,1,100,1
4055,"$19,202.10 ",5.95,68.79,36.76,Biomedical,4,,6,Java,5,4,4,5,1,54,0
4056,"$30,879.41 ",5.79,74.29,36.05,Telecomm,,,7,C#,1,1,4,3,5,92,0
4057,"$40,717.35 ",7.19,82.38,44.67,Mechanical,,,10,Python,3,1,4,3,2,91,0
4058,"$19,069.14 ",9.15,39.37,82.59,Computer,,,4,C++,5,5,3,5,3,87,1
4059,"$33,629.78 ",8.11,82.37,70.5,Biomedical,,National,3,Python,1,2,2,3,3,54,0
4060,"$37,389.35 ",8.63,42.33,49.87,IT,0,,7,C#,2,3,2,2,5,65,0
4061,"$35,171.79 ",7.48,46.72,91.51,IT,,,7,C#,4,3,2,2,1,59,1
4062,"$49,071.59 ",7.62,64.62,68.84,IT,,,4,C,5,3,1,2,4,59,1
4063,"$44,014.20 ",6.44,58.63,48.93,IT,2,National,7,C,3,4,4,5,4,74,1
4064,"$19,128.21 ",6.22,85.13,66.53,Mechanical,,,3,C++,3,1,3,4,4,68,0
4065,"$18,199.29 ",5.77,58.71,67.25,Biomedical,,,10,C,3,1,1,3,2,55,1
4066,"$24,550.50 ",7.88,64.1,72.64,IT,5,,8,C++,3,3,1,4,5,63,1
4067,"$25,449.42 ",5.53,39.62,94.32,Mechanical,1,,7,Java,5,2,1,2,2,89,0
4068,"$10,235.37 ",8.55,80.79,35.8,Mechanical,,,9,Python,2,3,4,2,2,94,1
4069,"$42,270.47 ",5.2,35.87,69.27,Civil,,,5,C#,5,5,3,4,2,81,1
4070,"$17,767.36 ",8.09,45.31,92.64,Telecomm,,,5,C,2,2,1,2,3,83,0
4071,"$37,303.00 ",9.44,54.13,88.22,Biomedical,0,State,6,C#,2,5,1,3,3,88,1
4072,"$39,917.69 ",9.9,36.46,61.88,Electronics,,,8,C#,3,5,5,5,4,91,0
4073,"$15,370.79 ",7.61,43.91,86.69,Telecomm,,State,4,C,3,3,2,3,5,56,1
4074,"$26,659.09 ",7.02,79.68,64.63,Biomedical,,,4,Java,4,1,1,2,3,63,0
4075,"$48,718.11 ",8.71,69.1,48.62,Computer,,,4,C++,1,4,2,1,1,66,0
4076,"$41,368.25 ",6.33,45.29,46.18,Civil,,,7,C#,1,3,4,3,3,77,1
4077,"$30,753.39 ",9.7,71.74,55.48,Computer,,,5,Python,1,4,4,5,2,92,1
4078,"$12,131.86 ",6.85,51.51,72.44,Civil,5,,10,Python,2,1,5,5,4,97,1
4079,"$25,529.04 ",9.35,37.3,77.95,Telecomm,,,3,Python,5,1,5,5,4,67,0
4080,"$11,958.79 ",6.09,74.68,75.98,Biomedical,,,3,Java,2,1,2,3,5,74,0
4081,"$32,897.42 ",9.96,87.92,64.18,Computer,,,9,Python,2,1,3,4,4,51,1
4082,"$32,295.77 ",5.11,79.44,35.23,Electronics,,,6,C,3,2,3,1,3,93,0
4083,"$39,305.48 ",8.15,40.81,36.74,Civil,4,,10,C#,4,2,2,2,2,93,1
4084,"$36,433.58 ",7.2,50.53,35.8,Civil,,,8,Python,5,5,4,3,5,71,1
4085,"$24,493.95 ",5.8,97.49,43.09,Biomedical,1,,4,Java,2,3,3,2,1,92,0
4086,"$34,121.26 ",9.71,71.59,38.55,Computer,,,10,Java,4,2,4,3,5,76,1
4087,"$17,543.02 ",7.24,92.7,55.14,Civil,,,7,C++,4,5,3,3,4,61,0
4088,"$18,501.08 ",5.44,39.74,76,Civil,4,,3,Java,2,5,5,3,3,96,1
4089,"$48,662.30 ",9.53,78.52,53.41,Computer,,National,3,Java,1,1,3,1,2,87,1
4090,"$27,829.94 ",8.83,43.92,60.93,Computer,2,,4,C++,5,3,1,5,1,66,0
4091,"$47,100.64 ",9.05,77.78,58.78,Mechanical,5,National,4,C,5,1,4,4,4,57,0
4092,"$31,193.09 ",8.95,94.17,62.11,IT,,,8,C++,4,2,4,5,2,59,1
4093,"$35,759.46 ",8.78,70.4,44.01,IT,4,,4,Python,2,1,5,4,3,73,1
4094,"$41,647.20 ",5.52,71.52,70.8,Telecomm,,,4,C#,5,5,5,3,4,50,0
4095,"$17,668.42 ",8.19,36.93,43.76,Computer,,,3,C#,5,4,4,4,3,54,1
4096,"$19,734.34 ",5.49,87.53,80.35,Computer,5,,6,Python,3,5,4,3,3,85,1
4097,"$16,441.98 ",6.56,94.92,69.67,Civil,,,7,C#,3,4,4,5,1,56,0
4098,"$15,665.22 ",6.05,49.66,94.42,Biomedical,,,6,Java,3,1,3,4,3,75,1
4099,"$48,137.38 ",7.67,44.09,92.43,Telecomm,,,10,C,4,3,4,4,1,95,1
4100,"$25,168.02 ",6.55,85.88,75.54,IT,,,5,C++,4,3,5,5,2,80,1
4101,"$46,828.87 ",9.23,44.05,41.26,Civil,,,9,C#,2,4,4,3,1,100,1
4102,"$21,256.68 ",9.74,95,86.3,Biomedical,0,,8,C,4,1,3,5,4,73,0
4103,"$35,443.68 ",9.18,75.09,53.19,IT,,,7,C++,1,4,1,5,4,95,1
4104,"$19,205.37 ",5.53,93.08,93.51,Computer,1,,7,C,5,3,5,3,1,75,0
4105,"$14,606.58 ",5.1,86.64,45.36,Computer,,,4,Java,1,4,2,3,3,82,1
4106,"$26,336.34 ",6.53,55.84,79.41,Electronics,2,,4,Python,2,2,2,3,5,84,1
4107,"$24,020.25 ",7.45,63.66,86.55,Telecomm,1,,9,C++,2,5,3,5,2,61,1
4108,"$25,829.90 ",7.77,98.6,60.01,IT,2,,3,C,2,1,3,1,3,85,1
4109,"$10,181.30 ",6.77,85.34,57.61,IT,0,,8,C,1,1,5,4,4,77,1
4110,"$45,506.86 ",6.22,38.16,79.62,Electronics,,State,7,Python,5,2,5,3,4,67,0
4111,"$28,198.53 ",5.62,87.09,80.19,Mechanical,,,9,Java,4,1,1,4,5,55,1
4112,"$35,126.95 ",5.52,78.84,37.7,Computer,,,4,C#,4,3,4,1,4,97,0
4113,"$21,190.73 ",5.34,45.63,63.41,IT,,,6,Python,1,2,4,5,1,99,1
4114,"$11,245.51 ",8.76,39.72,49.69,Biomedical,,,4,C#,4,1,3,2,3,54,1
4115,"$38,809.06 ",7.92,51.43,65.83,Computer,,,4,C,1,3,2,3,4,57,0
4116,"$30,781.10 ",8.11,78.6,65.17,Mechanical,,,5,Java,1,3,4,1,1,66,0
4117,"$45,209.49 ",9.6,94.97,46.41,Electronics,0,,8,Python,1,3,1,5,5,75,0
4118,"$43,756.38 ",6.94,98.74,40.27,Mechanical,,,4,C#,3,4,1,5,4,89,1
4119,"$34,284.15 ",6.04,66.19,65.63,IT,0,,5,C++,1,5,5,1,1,66,1
4120,"$39,256.56 ",5.33,91.73,42.62,Biomedical,,,6,C++,5,1,2,2,4,53,1
4121,"$10,399.44 ",9.75,98.86,53.67,IT,2,,8,Python,3,3,1,1,4,95,1
4122,"$21,021.52 ",9.1,87.12,51.42,Mechanical,,National,8,Python,3,1,5,4,4,84,0
4123,"$21,201.02 ",5.91,98.22,78.01,IT,,,10,Java,3,3,5,2,5,59,1
4124,"$10,706.50 ",7.72,57.27,86.41,Telecomm,,,4,Python,3,1,5,5,5,84,1
4125,"$24,663.39 ",8.05,41.58,53.08,Telecomm,1,,3,Python,4,5,5,3,1,96,1
4126,"$14,970.96 ",8.55,48.87,64.71,Mechanical,,,6,C#,2,2,2,2,2,61,0
4127,"$43,938.07 ",5.2,58.33,46.11,Mechanical,,,6,C,3,2,5,1,3,100,1
4128,"$44,084.42 ",5.46,35,88.48,IT,,,9,C#,2,5,1,2,3,66,1
4129,"$11,803.77 ",9.91,66.91,52.36,Mechanical,,,8,Python,2,4,3,4,4,78,0
4130,"$46,723.10 ",8.75,88.2,81.42,Mechanical,,,5,C,1,5,5,2,4,96,1
4131,"$40,022.10 ",8.56,63.64,44.59,Civil,,,5,C#,4,5,4,3,1,61,1
4132,"$41,066.86 ",9.35,38.23,72.21,Mechanical,,,10,Java,3,4,1,4,1,56,1
4133,"$49,432.39 ",8.11,83.62,35.12,IT,,,9,C#,1,5,4,4,3,59,0
4134,"$13,579.20 ",7.69,42.38,65.37,Civil,,,9,C,1,5,5,2,3,64,0
4135,"$43,723.98 ",7.07,78.75,91.98,Electronics,4,,10,C#,3,3,3,1,4,71,1
4136,"$14,935.70 ",6.69,57.36,72.76,Civil,,,6,Python,3,5,2,3,1,69,0
4137,"$26,092.92 ",8.22,49.44,77.44,Civil,2,National,10,C#,5,3,2,4,4,51,0
4138,"$16,537.33 ",7,55.38,49.17,IT,1,,6,Java,4,4,4,5,5,65,1
4139,"$19,573.02 ",7.1,47.65,75.26,Biomedical,,,6,C,4,2,1,4,5,82,0
4140,"$21,818.60 ",9.77,51.53,86.62,Computer,,,10,Python,3,2,2,5,2,64,1
4141,"$44,653.13 ",5.62,62.8,39.07,Mechanical,,National,5,C#,5,1,3,1,2,84,0
4142,"$49,163.78 ",7.88,56.95,73.69,Computer,,State,3,Java,4,1,3,5,2,85,1
4143,"$40,567.68 ",9.21,80.42,73.77,Mechanical,,,8,C,3,3,1,4,4,91,0
4144,"$27,148.78 ",5.64,74.11,37.67,Biomedical,,,6,C++,4,3,4,1,4,91,0
4145,"$35,512.30 ",5.52,85.25,52.37,Telecomm,0,,8,Python,5,3,4,1,4,88,1
4146,"$30,137.40 ",7.82,64.13,68.89,Biomedical,,,6,Python,2,4,4,3,5,85,0
4147,"$42,044.40 ",6.05,56.8,70.72,Biomedical,,,5,Python,2,2,2,5,3,96,1
4148,"$39,039.58 ",6.95,59.71,43.85,Computer,,,8,C,5,5,4,1,3,100,0
4149,"$41,571.19 ",6.76,68.35,90.18,Biomedical,,,8,C++,1,3,2,4,3,76,0
4150,"$15,578.17 ",5.42,84.57,44.99,IT,,,10,C#,4,4,2,3,2,80,1
4151,"$29,340.65 ",7.03,43.42,85.68,Mechanical,,,6,C#,5,4,5,1,1,91,0
4152,"$12,239.32 ",8.83,41.02,56.5,IT,,,3,C#,4,1,1,3,2,70,1
4153,"$33,959.74 ",7.85,57.11,41.46,Computer,,,7,C#,5,2,1,5,4,88,0
4154,"$45,681.31 ",8.86,71.09,63.49,Biomedical,0,,5,C++,4,3,1,5,1,76,0
4155,"$15,526.92 ",7.49,51.78,57.83,Mechanical,,,6,C#,1,4,3,3,1,85,0
4156,"$43,368.21 ",7.82,94.27,39.31,Civil,,,9,C++,3,2,3,5,4,63,0
4157,"$10,471.24 ",5.56,87.8,73.84,IT,0,,9,Java,1,2,2,1,1,60,0
4158,"$41,824.64 ",9.98,49.98,61.95,Telecomm,2,,5,C++,5,1,5,1,5,73,1
4159,"$23,022.33 ",5.1,52.43,46.84,Biomedical,,State,6,C#,4,1,3,3,2,84,1
4160,"$16,465.24 ",8.43,50.14,85.33,IT,5,,8,C,2,1,3,2,2,74,0
4161,"$14,648.76 ",7.59,83.31,83.92,Electronics,,,9,C#,5,3,3,1,3,100,0
4162,"$42,550.12 ",5.46,86.8,67.04,Computer,0,National,6,C#,5,5,3,1,3,58,0
4163,"$34,508.36 ",6.13,79.04,76.05,Telecomm,,National,5,C#,4,1,3,5,4,55,1
4164,"$35,006.96 ",8.44,59.96,68.15,Mechanical,5,,6,Python,4,2,3,4,5,74,0
4165,"$30,707.29 ",6.32,41.52,92.02,IT,,,6,C#,5,1,2,5,3,62,1
4166,"$46,331.25 ",5.05,35.38,89.18,Telecomm,5,,6,C,2,2,2,1,1,52,0
4167,"$27,899.08 ",7.59,89.47,38.54,IT,,,5,Python,1,1,5,4,5,90,0
4168,"$24,691.35 ",5.06,88.74,82.35,Biomedical,,,3,C,3,1,5,2,4,62,0
4169,"$47,558.83 ",6.67,62.84,46.97,Biomedical,,,5,Java,5,5,5,3,5,60,0
4170,"$39,019.94 ",8.42,46.37,90.55,Mechanical,5,,3,Java,5,1,4,5,4,51,1
4171,"$21,814.50 ",5.01,56.54,61.31,Electronics,4,National,4,C#,4,2,4,5,2,78,1
4172,"$21,824.00 ",6.46,85.89,59.91,Computer,,National,3,Python,1,1,5,1,3,54,1
4173,"$44,732.62 ",6.54,47.47,35.64,IT,,,7,C++,3,5,4,3,4,88,1
4174,"$30,750.76 ",5.18,90.26,80.4,IT,,,6,C,5,3,2,3,5,86,1
4175,"$19,606.61 ",5.94,55.91,76.11,Telecomm,,,8,C++,4,1,3,5,3,93,1
4176,"$22,900.24 ",8.93,61.59,76.23,IT,,,9,C++,1,1,1,4,1,74,0
4177,"$19,177.24 ",8.87,71.82,57.59,IT,,,6,Python,3,1,1,3,2,88,1
4178,"$32,582.19 ",7.17,70.89,73.79,IT,2,,4,Java,1,3,5,3,5,74,1
4179,"$12,855.02 ",7.68,57.91,71.96,Electronics,,International,4,Python,3,1,5,4,3,53,0
4180,"$26,011.07 ",5.18,36.02,46.94,Electronics,,,6,Python,2,5,3,1,1,65,1
